"https://dl.acm.org/","downloaded_html\dl.acm.org_.html",False
"https://dl.acm.org/","downloaded_html\dl.acm.org_.html",False
"https://dl.acm.org/","downloaded_html\dl.acm.org_.html",False
"https://dl.acm.org/","downloaded_html\dl.acm.org_.html",False
"https://dl.acm.org/","downloaded_html\dl.acm.org_.html",True
"https://pubs.acs.org/journal/accacs","downloaded_html\pubs.acs.org_journal_accacs.html",False
"https://pubs.acs.org/journal/accacs","downloaded_html\pubs.acs.org_journal_accacs.html",False
"https://pubs.acs.org/journal/accacs","downloaded_html\pubs.acs.org_journal_accacs.html",True
"https://pubs.acs.org/journal/accacs","downloaded_html\pubs.acs.org_journal_accacs.html",True
"https://pubs.aip.org/aip","downloaded_html\pubs.aip.org_aip.html",True
"https://asmedigitalcollection.asme.org/","downloaded_html\asmedigitalcollection.asme.org_.html",True
"https://www.jstor.org/","downloaded_html\www.jstor.org_.html",True
"https://standards.bsbedge.com/dashboard","downloaded_html\standards.bsbedge.com_dashboard.html",True
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",False
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",False
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",False
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",False
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",True
"https://www.cambridge.org/core/publications/journals#","downloaded_html\www.cambridge.org_core_publications_journals#.html",False
"https://research.ebsco.com/c/el46ki/search","downloaded_html\research.ebsco.com_c_el46ki_search.html",True
"https://economicoutlook.cmie.com/","downloaded_html\economicoutlook.cmie.com_.html",True
"https://epwrfits.in/","downloaded_html\epwrfits.in_.html",False
"https://epwrfits.in/","downloaded_html\epwrfits.in_.html",False
"https://epwrfits.in/","downloaded_html\epwrfits.in_.html",True
"https://ieeexplore.ieee.org/Xplore/home.jsp","downloaded_html\ieeexplore.ieee.org_Xplore_home.jsp.html",True
"https://industryoutlook.cmie.com/","downloaded_html\industryoutlook.cmie.com_.html",True
"https://www.jstor.org/","downloaded_html\www.jstor.org_.html",True
"https://mathscinet.ams.org/mathscinet/publications-search","downloaded_html\mathscinet.ams.org_mathscinet_publications-search.html",True
"https://www.primeinfobase.com/index.aspx","downloaded_html\www.primeinfobase.com_index.aspx.html",True
"https://muse.jhu.edu/","downloaded_html\muse.jhu.edu_.html",True
